,PMCID,PMID,Publisher,Journal,Title,Cost(£),Article_or_Book,TP_notes,Extracted_date,PMC_Title,PMC_DOI,PMC_isOpenAccess,PMC_Journal,PMC_Pub_Year,PMC_Pub_Type,PMC_Citation_Count,Notes,PMC_Journal_ISSN
1033,PMC3596772,23322849,BMJ Group,Journal of Epidemiology & Community Health,"Trajectories of Socioeconomic Inequalities in health, behaviours and academic achievement across childhood and adolescence",2040.0,Article,,23/03/2014,"Trajectories of socioeconomic inequalities in health, behaviours and academic achievement across childhood and adolescence.",10.1136/jech-2012-201892,Y,J Epidemiol Community Health,2013,"journal article, research support, non-u.s. gov't",0,,0143-005x
1034,PMC24227051,,BMJ,Journal of Epidemiology & Community Health ,"Socioeconomic inequalities in all-cause mortality in the Czech Republic, Russia, Poland and Lithuania in the 2000s: findings from the HAPIEE study",1989.0,Article,,23/03/2014,,,,,,,,PMCID not found,
1035,PMC3756433 ,23761410,BMJ Publishing Group,Journal of Epidemiology and Community Health,Economic determinants of diet in older adults: systematic review,1755.0,Article,,23/03/2014,Economic determinants of diet in older adults: systematic review.,10.1136/jech-2013-202513,Y,J Epidemiol Community Health,2013,"journal article, review, research support, non-u.s. gov't",1,,0143-005x
1036,PMC22360292,,Wiley-Blackwell,Journal of Evaluation in Clinical Practice,Evaluating care pathways for community psychiatry in England: a qualitative study,2275.02,Article,,23/03/2014,,,,,,,,PMCID not found,
1037,PMC3708113,23692236,Wiley-Blackwell,Journal of Evaluation in Clinical Practice,Mental Disorders are not Brain Disorders,2328.04,Article,,23/03/2014,Mental disorders are not brain disorders.,10.1111/jep.12048,Y,J Eval Clin Pract,2013,journal article,3,,1356-1294
1038,PMC3798115,22856460,Wiley,Journal of Evolutionary Biology,Fecundity compensation and tolerance to a sterilizing pathogen in Daphnia.,2365.54,Article,,23/03/2014,Fecundity compensation and tolerance to a sterilizing pathogen in Daphnia.,10.1111/j.1420-9101.2012.02579.x,Y,J Evol Biol,2012,"journal article, research support, non-u.s. gov't",3,,1010-061x
1039,PMC3836354 ,24273593,Taylor and Francis ,Journal of Experimental Nanoscience,Application of Nanotechnology to Control Bacterial Adhesion and Patterning on Material Surfaces,2474.16,Article,,23/03/2014,Application of nanotechnology to control bacterial adhesion and patterning on material surfaces.,10.1080/17458080.2012.740640,Y,J Exp Nanosci,2012,journal article,0,,1745-8080
1040,PMC23668184,,American Psychological Association,Journal of Experimental Psychology:  Animal Behaviour Process,Asymmetry in the Discrimination of Length During Spatial Learning,3144.24,Article,,23/03/2014,,,,,,,,PMCID not found,
1041,PMC3607463,22889187,American Psychological Association,Journal of Experimental Psychology: Human Perception and Performance,Collective enumeration,2659.32,Article,,23/03/2014,Collective enumeration.,10.1037/a0029717,Y,J Exp Psychol Hum Percept Perform,2013,"journal article, research support, non-u.s. gov't",0,,0096-1523
1042,PMC3725889,23713796,American Psychological Association ,Journal of Experimental Psychology: Human Perception and Performance,Dissociable Roles of Different Types of Working Memory Load in Visual Detection,2561.4,Article,,23/03/2014,Dissociable roles of different types of working memory load in visual detection.,10.1037/a0033037,Y,J Exp Psychol Hum Percept Perform,2013,"journal article, research support, non-u.s. gov't",1,,0096-1523
1043,PMC3576129 ,23421830,American Psychological Association,Journal of Family Psychology,The nature of nuture:  Disentangling passive geneotype-environment correlation from family relationship influences on children's externalising problems,3092.18,Article,,23/03/2014,The nature of nurture: disentangling passive genotype-environment correlation from family relationship influences on children's externalizing problems.,10.1037/a0031190,Y,J Fam Psychol,2013,"journal article, research support, non-u.s. gov't, research support, n.i.h., extramural",1,,0893-3200
1044,PMC3749055,23761407,Society for General Microbiology,Journal of General Virology,Vaccinia virus protein N2 is a nuclear IRF3 inhibitor that promotes virulence,1575.0,Article,,23/03/2014,Vaccinia virus protein N2 is a nuclear IRF3 inhibitor that promotes virulence.,10.1099/vir.0.054114-0,Y,J Gen Virol,2013,"journal article, research support, non-u.s. gov't",2,,0022-1317
1045,PMC3541790,22791606,Society for General Microbiology,Journal of General Virology,Vaccinia virus protein C4 inhibits NF-kB activation and promotes virus virulence,1750.0,Article,,23/03/2014,Vaccinia virus protein C4 inhibits NF-κB activation and promotes virus virulence.,10.1099/vir.0.045070-0,Y,J Gen Virol,2012,"journal article, research support, non-u.s. gov't",5,,0022-1317
1046,PMC3542733,22513389,Society for General Microbiology,Journal of General Virology,The small genome segment of Bunyamwera orthobunyavirus harbours a single transcription-termination signal,2100.0,Article,,23/03/2014,The small genome segment of Bunyamwera orthobunyavirus harbours a single transcription-termination signal.,10.1099/vir.0.042390-0,Y,J Gen Virol,2012,"journal article, research support, non-u.s. gov't",2,,0022-1317
1047,PMC3709573 ,22622330,Society for General Microbiology,Journal of General Virology,Protein B5 is required on extracellular enveloped vaccinia virus for repulsion of superinfecting virions,2100.0,Article,,23/03/2014,Protein B5 is required on extracellular enveloped vaccinia virus for repulsion of superinfecting virions.,10.1099/vir.0.043943-0,Y,J Gen Virol,2012,"journal article, research support, non-u.s. gov't",2,,0022-1317
1048,PMC3709586 ,23288427,Society for General Microbiology,Journal of General Virology,Deletion of immunomodulator C6 from vaccine virus strain western reserve enhances virus immunogenicity and vaccine efficacy,2100.0,Article,,23/03/2014,Deletion of immunomodulator C6 from vaccinia virus strain Western Reserve enhances virus immunogenicity and vaccine efficacy.,10.1099/vir.0.049700-0,Y,J Gen Virol,2013,"journal article, research support, non-u.s. gov't",6,,0022-1317
1049,PMC3709587 ,23324467,Society for General Microbiology,Journal of General Virology,"The C terminus of NS5A domain II is a key determinant of hepatitis C virus genome replication, but is not required for virion assembly and release",2100.0,Article,,23/03/2014,"The C terminus of NS5A domain II is a key determinant of hepatitis C virus genome replication, but is not required for virion assembly and release.",10.1099/vir.0.050633-0,Y,J Gen Virol,2013,"journal article, research support, non-u.s. gov't",2,,0022-1317
1050,PMC3709624,23486663,Society for General Microbiology,Journal of General Virology,Mutations in hemagglutinin that affect receptor binding and pH stability increase replication of a PR8 influenza virus with H5 HA in the upper respiratory tract of ferrets and may contribute to transmissibility,2100.0,Article,,23/03/2014,Mutations in haemagglutinin that affect receptor binding and pH stability increase replication of a PR8 influenza virus with H5 HA in the upper respiratory tract of ferrets and may contribute to transmissibility.,10.1099/vir.0.050526-0,Y,J Gen Virol,2013,"journal article, research support, non-u.s. gov't",2,,0022-1317
1051,PMC3709636 ,23515023,Society for General Microbiology,Journal of General Virology,An essential RNA element resides in a central region of hepatitis E virus ORF2,2100.0,Article,,23/03/2014,An essential RNA element resides in a central region of hepatitis E virus ORF2.,10.1099/vir.0.051870-0,Y,J Gen Virol,2013,"journal article, research support, non-u.s. gov't, research support, n.i.h., intramural",2,,0022-1317
1052,PMC3709688 ,23255627,Society for General Microbiology,Journal of General Virology,"Establishment of a reverse genetics system for Schmallenberg virus, a newly emerged orthobunyavirus in Europe",2100.0,Article,,23/03/2014,"Establishment of a reverse genetics system for Schmallenberg virus, a newly emerged orthobunyavirus in Europe.",10.1099/vir.0.049981-0,Y,J Gen Virol,2013,"journal article, research support, non-u.s. gov't",7,,0022-1317
1053,PMC3945219,23407423,Society for General Microbiology,Journal of General Virology,G8 rotaviruses with conserved genotype constellations detected in Malawi over 10 years 1 (1997-2007) display frequent gene reassortment among strains co-circulating in humans,2100.0,Article,,23/03/2014,G8 rotaviruses with conserved genotype constellations detected in Malawi over 10 years (1997-2007) display frequent gene reassortment among strains co-circulating in humans.,10.1099/vir.0.050625-0,Y,J Gen Virol,2013,"journal article, research support, non-u.s. gov't",0,,0022-1317
1054,PMC3347798,21775583,Society for Genermal Microbiology,Journal of General Virology,The natural history of early hepatitis C virus evolution; lessons from a global outbreak in human immunodeficiency virus-1-infected individuals,1750.0,Article,,23/03/2014,The natural history of early hepatitis C virus evolution; lessons from a global outbreak in human immunodeficiency virus-1-infected individuals.,10.1099/vir.0.033910-0,Y,J Gen Virol,2011,"journal article, review, research support, non-u.s. gov't, research support, n.i.h., extramural",4,,0022-1317
1055,PMC3403862,22389465,Oxford Journals,Journal of Gerontology Series A: Medical Sciences,The association of dementia with upper arm and waist circumference in seven low and middle-income countries: the 10/66 cross-sectional surveys,2040.0,Article,,23/03/2014,The association of dementia with upper arm and waist circumference in seven low- and middle-income countries: the 10/66 cross-sectional surveys.,10.1093/gerona/glr244,N,J Gerontol A Biol Sci Med Sci,2012,"journal article, research support, non-u.s. gov't, comparative study",2,,1079-5006
1056,PMC3625113,23257612,Elsevier,Journal of Hepatology,"Gamma H2AX+CD8+ T-lymphocytes cannot respond to Interferon-alpha, Il-2 or Il-6 in chronic hepatitis C virus infection",2328.24,Article,,23/03/2014,"γ-H2AX+CD8+ T lymphocytes cannot respond to IFN-α, IL-2 or IL-6 in chronic hepatitis C virus infection.",10.1016/j.jhep.2012.12.009,Y,J Hepatol,2013,"journal article, research support, non-u.s. gov't, in vitro",0,,0168-8278
1057,PMC3710969,23624001,Elsevier,Journal of Hepatology,Pathogenesis of FOLFOX induced sinisoidal obstruction syndrome in murine chemotherapy model,2366.57,Article,,23/03/2014,Pathogenesis of FOLFOX induced sinusoidal obstruction syndrome in a murine chemotherapy model.,10.1016/j.jhep.2013.04.014,Y,J Hepatol,2013,"journal article, research support, non-u.s. gov't",4,,0168-8278
1058,PMC3524560 ,22821669,Sage,Journal of Histochemistry & Cytochemistry,Hyaluronan and hyaluronan-binding proteins are normal components of mouse pancreatic islets and are differentially expressed by islet endocrine cell types,1893.34,Article,,23/03/2014,Hyaluronan and hyaluronan binding proteins are normal components of mouse pancreatic islets and are differentially expressed by islet endocrine cell types.,10.1369/0022155412457048,Y,J Histochem Cytochem,2012,"journal article, research support, non-u.s. gov't, research support, u.s. gov't, non-p.h.s., research support, n.i.h., extramural",0,,0022-1554
1059,,,Elsevier,Journal of Historical Geography,The making of urban ‘healtheries’: Lord Brabazon and the transformation of cemeteries and burial grounds in late-Victorian East London,596.46,Article,10.1016/j.jhg.2013.05.001,23/03/2014,,,,,,,,Unable to match title to PMCID,
1060,PMC3580288,23332563,Elsevier,Journal of Hospital Infections,"Evaluation of surveillance for surgical site infections in Thika Hospital, Kenya",2293.37,Article,,23/03/2014,"Evaluation of surveillance for surgical site infections in Thika Hospital, Kenya.",10.1016/j.jhin.2012.11.003,Y,J Hosp Infect,2013,"evaluation studies, journal article, research support, non-u.s. gov't",2,,0195-6701
1061,PMC3586974,23408841,American Association of Immunologists,Journal of Immunology,Sialoadhesin ligand expression identifies a subset of CD4+Foxp3- T cells with a distinct activation and glycosylation profile.,2035.0,Article,,23/03/2014,Sialoadhesin ligand expression identifies a subset of CD4+Foxp3- T cells with a distinct activation and glycosylation profile.,10.4049/jimmunol.1201172,N,J Immunol,2013,"journal article, research support, non-u.s. gov't",0,,0022-1767
1062,PMC3607399 ,23455506,American Association of Immunologists,Journal of Immunology,Regulation of Foxp3+ Inducible Regulatory T Cell Stability by SOCS2,3108.08,Article,,23/03/2014,Regulation of Foxp3+ inducible regulatory T cell stability by SOCS2.,10.4049/jimmunol.1201396,N,J Immunol,2013,"journal article, research support, non-u.s. gov't",5,,0022-1767
1063,PMC3619528 ,23475217,Dartmouth Journal Services,Journal of Immunology,Candida albicans primes the Toll-like receptor cytokine responses through a dectin-1/Ref-1-mediated pathway,1932.69,Article,,23/03/2014,Candida albicans primes TLR cytokine responses through a Dectin-1/Raf-1-mediated pathway.,10.4049/jimmunol.1202611,N,J Immunol,2013,"journal article, research support, non-u.s. gov't, research support, n.i.h., extramural",0,,0022-1767
1064,PMC3540259,23046967,Elsevier,Journal of Infection,The prevalence of cryptococcal antigenemia in newly diagnosed HIV patients in a Southwest London cohort,2286.09,Article,,23/03/2014,The prevalence of cryptococcal antigenemia in newly diagnosed HIV patients in a Southwest London cohort.,10.1016/j.jinf.2012.09.014,Y,J Infect,2013,"journal article, research support, non-u.s. gov't",3,,0163-4453
1065,PMC3654748,23493728,OUP,Journal of Infectious Diseases,The Phenotype of the Cryptococcus-specific CD4 Memory T-cell Response is Associated with Disease Severity and Outcome in HIV-associated Cryptococcal Meningitis,2250.0,Article,,23/03/2014,The phenotype of the Cryptococcus-specific CD4+ memory T-cell response is associated with disease severity and outcome in HIV-associated cryptococcal meningitis.,10.1093/infdis/jit099,Y,J Infect Dis,2013,"journal article, randomized controlled trial, research support, non-u.s. gov't, research support, n.i.h., extramural, research support, n.i.h., intramural",3,,0022-1899
1066,PMC3864387,23945372,OUP,Journal of Infectious Diseases,Cryptococcus neoformans ex vivo capsule size is associated with intracranial pressure and host immune response in HIV−associated cryptococcal meningitis,2625.6,Article,,23/03/2014,Cryptococcus neoformans ex vivo capsule size is associated with intracranial pressure and host immune response in HIV-associated cryptococcal meningitis.,10.1093/infdis/jit435,Y,J Infect Dis,2014,"journal article, research support, non-u.s. gov't, research support, n.i.h., extramural",1,,0022-1899
1067,PMC3923537,23943851,OUP,Journal of Infectious Diseases,Viral suppression following switch to second-line antiretroviral therapy: associations with NRTI resistance and 'sub-therapeutic' drug concentrations prior to switch ,2625.6,Article,,23/03/2014,Viral Suppression Following Switch to Second-line Antiretroviral Therapy: Associations With Nucleoside Reverse Transcriptase Inhibitor Resistance and Subtherapeutic Drug Concentrations Prior to Switch.,10.1093/infdis/jit411,Y,J Infect Dis,2014,journal article,1,Details matched on article title,0022-1899
1068,PMC3274377,22301630,Oxford Univ Press,Journal of Infectious Diseases,Therapeutic vaccination with recombinant adenovirus reduces splenic parasite burden in experimental visceral leishmaniasis,2040.0,Article,,23/03/2014,Therapeutic vaccination with recombinant adenovirus reduces splenic parasite burden in experimental visceral leishmaniasis.,10.1093/infdis/jir842,Y,J Infect Dis,2012,"journal article, research support, non-u.s. gov't",7,,0022-1899
1069,PMC3583273,23303806,Oxford University Press,Journal of Infectious Diseases,The role of interleukinâˆ’10 family of cytokines in HIVâˆ’tuberculosis associated immune reconstitution inflammatory syndrome,2040.0,Article,,23/03/2014,Role of the interleukin 10 family of cytokines in patients with immune reconstitution inflammatory syndrome associated with HIV infection and tuberculosis.,10.1093/infdis/jit002,Y,J Infect Dis,2013,"journal article, research support, non-u.s. gov't",2,,0022-1899
1070,PMC3749005,23966657,Oxford University Press,Journal of Infectious Diseases,T-cell immunophenotyping distinguishes active from latent tuberculosis,2625.6,Article,,23/03/2014,T-cell immunophenotyping distinguishes active from latent tuberculosis.,10.1093/infdis/jit265,Y,J Infect Dis,2013,"journal article, research support, non-u.s. gov't, comparative study",1,,0022-1899
1071,PMC3903368,24048963,Oxford University Press,Journal of Infectious Diseases,Persistent endothelial activation after Plasmodium falciparum infection in Malawian children,2841.6,Article,,23/03/2014,Persistent endothelial activation and inflammation after Plasmodium falciparum Infection in Malawian children.,10.1093/infdis/jit419,Y,J Infect Dis,2014,"journal article, research support, non-u.s. gov't, research support, n.i.h., extramural",0,,0022-1899
1072,PMC3109261,21445611,Springer,Journal of Inherited Metabolic,Structural basis of fumarate hydratase deficiency,2127.68,Article,,23/03/2014,Structural basis of fumarate hydratase deficiency.,10.1007/s10545-011-9294-8,Y,J Inherit Metab Dis,2011,"journal article, research support, non-u.s. gov't",5,,0141-8955
1073,PMC3505369,22026462,Wiley Subscription Services,Journal of Internal Medicine,Acute infection and venous thromboembolism,1873.87,Article,,23/03/2014,Acute infections and venous thromboembolism.,10.1111/j.1365-2796.2011.02473.x,Y,J Intern Med,2012,"journal article, multicenter study, research support, non-u.s. gov't",15,,0954-6820
1074,PMC3678977,23392294,Nature,Journal of Investigative Dermatology,Multiple Congenital Melanocytic Naevi and Neurocutaneous Melanosis are Caused by Post-Zygotic Mutations in Codon 61 of NRAS.,2520.0,Article,,23/03/2014,Multiple congenital melanocytic nevi and neurocutaneous melanosis are caused by postzygotic mutations in codon 61 of NRAS.,10.1038/jid.2013.70,Y,J Invest Dermatol,2013,"journal article, research support, non-u.s. gov't",1,,0022-202x
1075,PMC3778837,23563201,Nature Publishing Group,Journal of Investigative Dermatology,The IL23R A/Gln381 allele promotes IL-23 unresponsiveness in human memory T helper17 cells and impairs Th17 responses in psoriasis patients,2520.0,Article,,23/03/2014,The IL23R A/Gln381 allele promotes IL-23 unresponsiveness in human memory T-helper 17 cells and impairs Th17 responses in psoriasis patients.,10.1038/jid.2013.170,Y,J Invest Dermatol,2013,"journal article, research support, non-u.s. gov't",3,,0022-202x
1076,PMC3826975,23743648,Nature Publishing Group,Journal of Investigative Dermatology,Heterozygous mutations in AAGAB cause type 1 punctate palmoplantar keratoderma with evidence for increased growth factor signalling,2520.0,Article,,23/03/2014,Heterozygous mutations in AAGAB cause type 1 punctate palmoplantar keratoderma with evidence for increased growth factor signaling.,10.1038/jid.2013.243,Y,J Invest Dermatol,2013,"letter, case reports, research support, non-u.s. gov't",0,,0022-202x
1077,PMC3923277,23962810,Nature Publishing Group,Journal of Investigative Dermatology,Keratin 9 is Required for the Structural Integrity and Terminal Differentiation of Palmoplantar Epidermis,2520.0,Article,,23/03/2014,Keratin 9 is required for the structural integrity and terminal differentiation of the palmoplantar epidermis.,10.1038/jid.2013.356,Y,J Invest Dermatol,2014,journal article,0,,0022-202x
1078,PMC3685014,23667167,FASEB,Journal of Leukocyte Biology,Autofluoresence-based sorting: rapid and non-perturbing isolation of ultra-pure neutrophils to determine cytokine production,1626.36,Article,,23/03/2014,Technical advance: autofluorescence-based sorting: rapid and nonperturbing isolation of ultrapure neutrophils to determine cytokine production.,10.1189/jlb.0113040,Y,J Leukoc Biol,2013,"journal article, research support, non-u.s. gov't",1,,0741-5400
1079,PMC3928105,23192429,Society for Leukocyte Biology,Journal of Leukocyte Biology,Kidney transplantation: analysis of the expression and T cell-mediated activation of latent TGF-B,1956.0,Article,,23/03/2014,Kidney transplantation: analysis of the expression and T cell-mediated activation of latent TGF-β.,10.1189/jlb.0712324,Y,J Leukoc Biol,2013,"journal article, research support, non-u.s. gov't",0,,0741-5400
1080,PMC3513931 ,21531876,Society of Leukocyte Biology,Journal of Leukocyte Biology,The dectin-1/inflammasome pathway is responsible for the induction of protective T-helper 17 responses that discriminate between yeasts and hyphae of Candida albicans,1598.38,Article,,23/03/2014,The dectin-1/inflammasome pathway is responsible for the induction of protective T-helper 17 responses that discriminate between yeasts and hyphae of Candida albicans.,10.1189/jlb.1210702,Y,J Leukoc Biol,2011,"journal article, research support, non-u.s. gov't",29,,0741-5400
1081,PMC3466423,22968175,Elsevier,Journal of Mechanisms of Ageing and Development,Frequency distribution analysis of activation times and regional fibrosis in murine Scn5a+/- hearts: the effects of ageing and sex ,2696.34,Article,,23/03/2014,Frequency distribution analysis of activation times and regional fibrosis in murine Scn5a+/- hearts: the effects of ageing and sex.,10.1016/j.mad.2012.07.006,Y,Mech Ageing Dev,2012,"journal article, research support, non-u.s. gov't",0,,0047-6374
1082,PMC3948088,23222143,BMJ,Journal of Medical Ethics,"Elective ventilation for organ donation: law, policy and public ethics",2040.0,Article,,23/03/2014,"Elective ventilation for organ donation: law, policy and public ethics.",10.1136/medethics-2012-100992,Y,J Med Ethics,2013,"journal article, research support, non-u.s. gov't",1,Details matched on article title,0306-6800
1083,PMC3812898,23315854,BMJ Group,Journal of Medical Ethics,Moral responsibility for (un)healthy behaviour,2040.0,Article,,23/03/2014,Moral responsibility for (un)healthy behaviour.,10.1136/medethics-2012-100774,Y,J Med Ethics,2013,"journal article, research support, non-u.s. gov't",1,,0306-6800
1084,PMC3888613,24203976,BMJ,Journal of Medical Genetics,Combined exome and whole-genome sequencing identifies mutations in ARMC4 as a cause of primary ciliary dyskinesia with defects in the outer dynein arm,1989.0,Article,,23/03/2014,Combined exome and whole-genome sequencing identifies mutations in ARMC4 as a cause of primary ciliary dyskinesia with defects in the outer dynein arm.,10.1136/jmedgenet-2013-101938,Y,J Med Genet,2014,"journal article, research support, non-u.s. gov't",1,Details matched on article title,0022-2593
1085,PMC3756527,23812910,BMJ,Journal of Medical Genetics,Can the diagnosis of NF1 be excluded clinically? A lack of Pigmentary findings in families with spinal neurofibromatosis demonstrates a limitation of clinical diagnosis,2340.0,Article,,23/03/2014,Can the diagnosis of NF1 be excluded clinically? A lack of pigmentary findings in families with spinal neurofibromatosis demonstrates a limitation of clinical diagnosis.,10.1136/jmedgenet-2013-101648,Y,J Med Genet,2013,"journal article, research support, non-u.s. gov't",0,,0022-2593
1086,PMC41609,7597050,John Wiley & Sons Ltd,Journal of Medical Virology,High level of HIV-2 false positivity in KwaZulu-Natal province: A region of South Africa with a very high HIV-1 subtype C prevalence,612.59,Article,,23/03/2014,"Correlation of individual papilloma latency time with DNA adducts, 8-hydroxy-2'-deoxyguanosine, and the rate of DNA synthesis in the epidermis of mice treated with 7,12-dimethylbenz[alpha]anthracene.",10.1073/pnas.92.13.5900,N,Proc Natl Acad Sci U S A,1995,journal article,5,,0027-8424
1087,PMC3798117 ,23983183,Wiley Subscription Services  Inc.,Journal of Medical Virology ,The Kinetics of the Neutralizing antibody response to respiratory syncytial infections in a birth cohort ,1834.77,Article,,23/03/2014,Kinetics of the neutralizing antibody response to respiratory syncytial virus infections in a birth cohort.,10.1002/jmv.23696,Y,J Med Virol,2013,journal article,1,,0146-6615
1088,PMC3579457,23252711,ACS,Journal of Medicinal Chemistry,Comparative Structural and Functional Studies of 4-(Thiazol-5-yl)-2-(phenylamino) pyrimidine-5-carbonitrile CDK9 inhibitors suggest the basis for Isotype Slectivity,2392.2,Article,,23/03/2014,Comparative structural and functional studies of 4-(thiazol-5-yl)-2-(phenylamino)pyrimidine-5-carbonitrile CDK9 inhibitors suggest the basis for isotype selectivity.,10.1021/jm301495v,Y,J Med Chem,2013,"journal article, research support, non-u.s. gov't, comparative study",2,,0022-2623
1089,PMC3530961,23240776,ACS (Amercian Chemical Society) Publications,Journal of Medicinal Chemistry,Synthesis and evaluation of α-thymidine analogues as novel antimalarials.,1287.2,Article,,23/03/2014,Synthesis and evaluation of α-thymidine analogues as novel antimalarials.,10.1021/jm301328h,Y,J Med Chem,2012,"journal article, research support, non-u.s. gov't",3,,0022-2623
1090,PMC3624797,23517371,ACS (Amercian Chemical Society) Publications,Journal of Medicinal Chemistry,Discovery and structure-activity relationships of pyrrolone antimalarials.,1324.66,Article,,23/03/2014,Discovery and structure-activity relationships of pyrrolone antimalarials.,10.1021/jm400009c,Y,J Med Chem,2013,"journal article, research support, non-u.s. gov't",2,,0022-2623
1091,PMC3694353,23614528,ACS Publications,Journal of Medicinal Chemistry,Synthesis and in vitro and in vivo characterization of highly β1-selective β-adrenoceptor partial agonists.,1006.72,Article,,23/03/2014,Synthesis and in vitro and in vivo characterization of highly β1-selective β-adrenoceptor partial agonists.,10.1021/jm400348g,Y,J Med Chem,2013,"journal article, research support, non-u.s. gov't",0,,0022-2623
1092,PMC20146481,,American Chemical Society,Journal of Medicinal Chemistry,Toward biophysical probes for the 5-HT3 receptor: structure-activity relationship study of granisetron derivatives,572.74,Article,,23/03/2014,,,,,,,,PMCID not found,
1093,PMC3504484,23006041,American Chemical Society,Journal of Medicinal Chemistry,"Design, synthesis and structure-activity relationships of highly potent 5-HT3 receptor ligands",750.66,Article,,23/03/2014,"Design, synthesis, and structure-activity relationships of highly potent 5-HT₃ receptor ligands.",10.1021/jm300801u,Y,J Med Chem,2012,"journal article, research support, non-u.s. gov't",7,,0022-2623
1094,PMC3579312,23281892,American Chemical Society,Journal of Medicinal Chemistry ,A class of 5-nitro-2-furancarboxylamides with potent trypanocidal activity against Trypanosoma brucei in vitro,321.12,Article,,23/03/2014,A class of 5-nitro-2-furancarboxylamides with potent trypanocidal activity against Trypanosoma brucei in vitro.,10.1021/jm301215e,Y,J Med Chem,2013,"journal article, research support, non-u.s. gov't",1,,0022-2623
1095,PMC3709824 ,23412844,Society for General Microbiology,Journal of Microbiology,Disruption of the serine/threonine protein kinase H affects phthiocerol dimycocerosates synthesis in Mycobacterium tuberculosis,2100.0,Article,,23/03/2014,Disruption of the serine/threonine protein kinase H affects phthiocerol dimycocerosates synthesis in Mycobacterium tuberculosis.,10.1099/mic.0.062067-0,Y,Microbiology,2013,"journal article, research support, non-u.s. gov't",1,,1350-0872
1096,PMC3838626,23495724,Wiley-Blackwell,Journal of Microscopy,Regulation of contact inhibition of locomotion by Eph-ephrin signalling,2400.0,Article,,23/03/2014,Regulation of contact inhibition of locomotion by Eph-ephrin signalling.,10.1111/jmi.12024,Y,J Microsc,2013,"journal article, review, research support, non-u.s. gov't",1,,0022-2720
1097,PMC3437440,22484364,Elsevier,Journal of Molecular Biology,Selective Deactivation of Serum IgG: A General Strategy for the Enhancement of Monoclonal Antibody Receptor Interactions,2192.89,Article,,23/03/2014,Selective deactivation of serum IgG: a general strategy for the enhancement of monoclonal antibody receptor interactions.,10.1016/j.jmb.2012.04.002,Y,J Mol Biol,2012,"journal article, research support, non-u.s. gov't",6,,0022-2836
1098,PMC3593212 ,23318955,Elsevier,Journal of Molecular Biology,"Sequence-specific, RNA-protein interactions overcome electrostatic barriers preventing assembly of Satellite Tobacco Necrosis Virus coat protein",2372.01,Article,,23/03/2014,"Sequence-specific, RNA-protein interactions overcome electrostatic barriers preventing assembly of satellite tobacco necrosis virus coat protein.",10.1016/j.jmb.2013.01.004,Y,J Mol Biol,2013,"journal article, research support, non-u.s. gov't",4,,0022-2836
1099,PMC3605589,23274110,Elsevier,Journal of Molecular Biology,A “mechanistic” explanation of the multiple helical forms adopted by bacterial flagellar filaments,2455.82,Article,,23/03/2014,"A ""mechanistic"" explanation of the multiple helical forms adopted by bacterial flagellar filaments.",10.1016/j.jmb.2012.12.007,Y,J Mol Biol,2013,"journal article, research support, non-u.s. gov't",2,,0022-2836
1100,PMC3898925,20097205,Elsevier ,Journal of Molecular Biology,Structural basis of substrate binding in WsaF,2459.32,Article,,23/03/2014,"Structural basis of substrate binding in WsaF, a rhamnosyltransferase from Geobacillus stearothermophilus.",10.1016/j.jmb.2010.01.035,Y,J Mol Biol,2010,"journal article, research support, non-u.s. gov't",10,,0022-2836
1101,PMC3672996,23620165,BioScientifica,Journal of Molecular Endocrinology,Stable conditional expression and effect of C/EBPβ-LIP in adipocytes using the pSLIK system,1200.0,Article,,23/03/2014,Stable conditional expression and effect of C/ebpβ-LIP in adipocytes using the pSLIK system.,10.1530/jme-13-0029,Y,J Mol Endocrinol,2013,"journal article, research support, non-u.s. gov't",1,,0952-5041
1102,PMC3535724 ,23132913,BioScientifica,Journal of molecular Endocrinology,A SULT2A1 genetic variant identified by GWAS as associated with low serum,2400.0,Article,,23/03/2014,A SULT2A1 genetic variant identified by GWAS as associated with low serum DHEAS does not impact on the actual DHEA/DHEAS ratio.,10.1530/jme-12-0185,Y,J Mol Endocrinol,2013,"journal article, research support, non-u.s. gov't",0,,0952-5041
1103,PMC3695676,23756766,Springer-Verlag GmbH,Journal of Molecular Medicine,Functional expression of Rab escort protein 1 following AAV2-mediated gene delivery in the retina of choroideremia mice and human cells ex vivo,2262.59,Article,,23/03/2014,Functional expression of Rab escort protein 1 following AAV2-mediated gene delivery in the retina of choroideremia mice and human cells ex vivo.,10.1007/s00109-013-1006-4,Y,J Mol Med (Berl),2013,"journal article, research support, non-u.s. gov't",2,,0946-2716
1104,PMC3779594,23681749,Springer,Journal of Molecular Neuroscience,Pramipexole Reduces Phosphorylation of Alpha-synuclein at Serine 129,1896.98,Article,,23/03/2014,Pramipexole reduces phosphorylation of α-synuclein at serine-129.,10.1007/s12031-013-0030-8,Y,J Mol Neurosci,2013,"journal article, research support, non-u.s. gov't",1,Details matched on article title,0895-8696
